fips5,county_name,state_alpha,state_name,year,short_desc,domain_desc,croplandArea_ha,croplandArea_acres
01049,DE KALB,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,37092.67503035208,91656
01049,DE KALB,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,29250.505868069606,72278
01049,DE KALB,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,37027.519222986644,91495
01049,DE KALB,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,35169.9716713881,86905
01051,ELMORE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,26524.079320113313,65541
01051,ELMORE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,18191.420477539457,44951
01051,ELMORE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,17566.167543504653,43406
01051,ELMORE,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,12239.579117766087,30244
01051,ELMORE,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,14106.434641845406,34857
01051,ELMORE,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,14493.727235936867,35814
01053,ESCAMBIA,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,22972.480777013356,56765
01053,ESCAMBIA,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,22443.140428976123,55457
01053,ESCAMBIA,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,23607.851072440306,58335
01053,ESCAMBIA,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,19292.18939700526,47671
01053,ESCAMBIA,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,22393.767705382437,55335
01053,ESCAMBIA,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,23152.97450424929,57211
01055,ETOWAH,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,20571.023876972886,50831
01055,ETOWAH,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,18027.92391744233,44547
01055,ETOWAH,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,11980.97936058276,29605
01055,ETOWAH,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,7883.447996762444,19480
01055,ETOWAH,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,10017.401861594495,24753
01055,ETOWAH,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,13130.311614730877,32445
01057,FAYETTE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,11015.378389316065,27219
01057,FAYETTE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,11560.097126669365,28565
01057,FAYETTE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,9737.7579927155,24062
01057,FAYETTE,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,11160.663698907325,27578
01057,FAYETTE,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,8478.348846620802,20950
01057,FAYETTE,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,6602.59004451639,16315
01059,FRANKLIN,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,25594.49615540267,63244
01059,FRANKLIN,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,23065.155807365438,56994
01059,FRANKLIN,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,14617.159044921083,36119
01059,FRANKLIN,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,14165.924726831241,35004
01059,FRANKLIN,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,13116.147308781869,32410
01059,FRANKLIN,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,16322.136786726021,40332
01061,GENEVA,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,50518.00890327802,124830
01061,GENEVA,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,46376.36584378794,114596
01061,GENEVA,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,36409.550789154186,89968
01061,GENEVA,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,37684.743019020636,93119
01061,GENEVA,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,33063.53702954269,81700
01061,GENEVA,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,35380.4127883448,87425
01063,GREENE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,20715.095103197087,51187
01063,GREENE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,13699.71671388102,33852
01063,GREENE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,14700.121408336705,36324
01063,GREENE,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,8839.336301092675,21842
01063,GREENE,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,8265.074868474301,20423
01063,GREENE,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,9494.536624848239,23461
01065,HALE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,22886.685552407933,56553
01065,HALE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,16737.7579927155,41359
01065,HALE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,14405.503844597328,35596
01065,HALE,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,12096.721974908944,29891
01065,HALE,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,8390.125455281262,20732
01065,HALE,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,11835.6940509915,29246
01067,HENRY,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,38849.048968029136,95996
01067,HENRY,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,34463.77984621611,85160
01067,HENRY,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,32248.887090246862,79687
01067,HENRY,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,29497.774180493725,72889
01067,HENRY,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,30020.63941723998,74181
01067,HENRY,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,33480.77701335491,82731
01069,HOUSTON,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,58447.59206798867,144424
01069,HOUSTON,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,47591.66329421287,117599
01069,HOUSTON,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,46497.774180493725,114896
01069,HOUSTON,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,39409.550789154186,97381
01069,HOUSTON,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,34777.013354917035,85934
01069,HOUSTON,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,45895.58883043302,113408
01071,JACKSON,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,55949.81788749494,138252
01071,JACKSON,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,49706.19182517199,122824
01071,JACKSON,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,45528.12626467017,112500
01071,JACKSON,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,36165.115337919866,89364
01071,JACKSON,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,38637.79846216107,95474
01071,JACKSON,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,48110.88628085795,118882
01073,JEFFERSON,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,8934.84419263456,22078
01073,JEFFERSON,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,6889.923108053419,17025
01073,JEFFERSON,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,4955.4836098745445,12245
01073,JEFFERSON,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,3677.053824362606,9086
01073,JEFFERSON,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,2829.218939700526,6991
01073,JEFFERSON,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,2821.125050586807,6971
01075,LAMAR,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,11385.673816268716,28134
01075,LAMAR,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,9715.499797652772,24007
01075,LAMAR,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,7513.9619587211655,18567
01075,LAMAR,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,5612.302711452853,13868
01075,LAMAR,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,4858.761634965601,12006
01075,LAMAR,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,5200.323755564548,12850
01077,LAUDERDALE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,58129.90692027519,143639
01077,LAUDERDALE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,47186.96883852691,116599
01077,LAUDERDALE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,43803.723188992306,108239
01077,LAUDERDALE,AL,ALABAMA,2012,"AG LAND, CROPLAND - ACRES",TOTAL,40450.02023472278,99952
01077,LAUDERDALE,AL,ALABAMA,2017,"AG LAND, CROPLAND - ACRES",TOTAL,44099.554836098745,108970
01077,LAUDERDALE,AL,ALABAMA,2022,"AG LAND, CROPLAND - ACRES",TOTAL,39965.60097126669,98755
01079,LAWRENCE,AL,ALABAMA,1997,"AG LAND, CROPLAND - ACRES",TOTAL,59329.421286928366,146603
01079,LAWRENCE,AL,ALABAMA,2002,"AG LAND, CROPLAND - ACRES",TOTAL,55661.675435046534,137540
01079,LAWRENCE,AL,ALABAMA,2007,"AG LAND, CROPLAND - ACRES",TOTAL,46968.83852691218,116060
